1 3 0	1 -1 0	-2 -1 0	
7.19470217703206 19.1621214098614 0	-2.43417408394831 -6.37245759256392 0	-2.35330902792345 -6.40601906669775 0	
7.19506766061126 19.1631005660376 0	-2.4317754763592 -6.37342167099046 0	-2.35658140009423 -6.40554833579672 0	
7.19540856230736 19.1640138656334 0	-2.42944939292857 -6.37435886012409 0	-2.35974468065458 -6.40506182407649 0	
7.19572566944665 19.164863417949 0	-2.42719741509182 -6.3752695211068 0	-2.36279748330498 -6.4045606620848 0	
7.19601978220357 19.1656513667059 0	-2.42502108425571 -6.37615402941181 0	-2.36573848141781 -6.40404598827139 0	
7.19629171316967 19.1663798888924 0	-2.42292190096912 -6.37701277464256 0	-2.36856640875063 -6.40351894837282 0	
7.19654228691555 19.1670511935893 0	-2.42090132411641 -6.37784616032425 0	-2.37128006012591 -6.4029806947935 0	
7.19677233954664 19.1676675207809 0	-2.41896077013426 -6.37865460368781 0	-2.37387829207692 -6.40243238598271 0	
7.19698271825272 19.1682311401467 0	-2.41710161225223 -6.37943853544685 0	-2.37636002345902 -6.40187518580823 0	
7.19717428085133 19.1687443498392 0	-2.415325179758 -6.38019839956751 0	-2.37872423602578 -6.40131026292679 0	
7.19734789532573 19.1692094752457 0	-2.41363275728794 -6.38093465303146 0	-2.38096997496915 -6.40073879015175 0	
7.1975044393571 19.1696288677353 0	-2.41202558414372 -6.38164776559199 0	-2.38309634942295 -6.40016194381826 0	
7.1976447998519 19.170004903392 0	-2.41050485363606 -6.38233821952376 0	-2.38510253292861 -6.39958090314609 0	
7.19776987246418 19.1703399817357 0	-2.40907171245682 -6.38300650936603 0	-2.38698776386187 -6.39899684960099 0	
7.19788056111333 19.1706365244293 0	-2.40772726008061 -6.38365314165935 0	-2.388751345819 -6.39841096625466 0	
7.19797777749754 19.1708969739765 0	-2.40647254819813 -6.3842786346759 0	-2.39039264796024 -6.39782443714438 0	
7.1980624406033 19.1711237924064 0	-2.40530858018337 -6.38488351814277 0	-2.39191110530801 -6.39723844663317 0	
7.19813547621134 19.1713194599507 0	-2.40423631059803 -6.38546833295733 0	-2.39330621899574 -6.39665417877311 0	
7.19819781639943 19.1714864737109 0	-2.40325664473745 -6.38603363089202 0	-2.39457755646254 -6.39607281667497 0	
7.19825039904222 19.1716273463195 0	-2.40237043822345 -6.3865799742838 0	-2.39572475158713 -6.39549554189168 0	
7.198294167309 19.1717446045933 0	-2.40157849665057 -6.38710793569758 0	-2.39674750475333 -6.39492353382979 0	
7.1983300691598 19.1718407881839 0	-2.40088157529058 -6.38761809754272 0	-2.39764558284141 -6.39435796921633 0	
7.19835905684032 19.1719184482247 0	-2.40028037885105 -6.38811105159873 0	-2.39841881915124 -6.39380002167693 0	
7.19838208637646 19.1719801459764 0	-2.39977556124835 -6.38858739836579 0	-2.39906711330672 -6.39325086153201 0	
7.19840011706834 19.1720284514718 0	-2.39936772524944 -6.38904774608641 0	-2.39959043132427 -6.39271165600283 0	
7.19841411098094 19.1720659421508 0	-2.39905742154999 -6.38949270922888 0	-2.39998880638299 -6.39218357008398 0	
7.19842503242297 19.1720952014646 0	-2.39884514626919 -6.38992290643152 0	-2.40026234156552 -6.39166776806593 0	
7.19843384739136 19.1721188173867 0	-2.39873133538289 -6.39033895914645 0	-2.4004112163997 -6.39116541411387 0	
7.19844152294928 19.1721393807479 0	-2.39871635699912 -6.39074149481088 0	-2.40043569604784 -6.39067766705419 0	
7.19844902654442 19.1721594834085 0	-2.39880051021566 -6.39113115692198 0	-2.40033613222352 -6.3902056664109 0	
7.19845732537788 19.1721817165687 0	-2.39898403912748 -6.39150861214035 0	-2.40011294520883 -6.38975052225816 0	
7.19846738593736 19.1722086695173 0	-2.39926714898687 -6.39187454284399 0	-2.39976660330418 -6.38931332359001 0	
7.1984801736331 19.1722429286564 0	-2.39965000739219 -6.3922296348566 0	-2.39929762106937 -6.3888951529287 0	
7.19849665240249 19.1722870764423 0	-2.40013273632143 -6.39257457284416 0	-2.39870656898486 -6.3884970912836 0	
7.19851778424291 19.1723436901336 0	-2.40071540582529 -6.39291004155691 0	-2.39799408098534 -6.38812021566119 0	
7.19854452870162 19.1724153404254 0	-2.40139803138957 -6.3932367279252 0	-2.39716085737402 -6.38776559541969 0	
7.19857784234999 19.1725045900399 0	-2.40218057330043 -6.39355532230247 0	-2.39620766522173 -6.38743428965898 0	
7.19861867825593 19.1726139923135 0	-2.40306293672947 -6.39386651891958 0	-2.39513533786488 -6.38712734559269 0	
7.19866798545903 19.17274608979 0	-2.40404497200608 -6.39417101588769 0	-2.39394477417142 -6.38684579748994 0	
7.19872670844954 19.1729034128257 0	-2.40512647491073 -6.39446951497877 0	-2.39263693778352 -6.38659066590285 0	
7.1987957866518 19.1730884782046 0	-2.40630718695281 -6.39476272130346 0	-2.39121285638259 -6.38636295703123 0	
7.19887615391121 19.1733037877651 0	-2.40758679563462 -6.3950513429428 0	-2.38967362097487 -6.38616366215239 0	
7.19896873798585 19.1735518270367 0	-2.40896493471078 -6.3953360905603 0	-2.38802038518567 -6.38599375708415 0	
7.19907446004163 19.173835063888 0	-2.41044118445208 -6.39561767700612 0	-2.38625436455088 -6.3858542016653 0	
7.19919423415164 19.1741559471859 0	-2.41201507192095 -6.39589681691866 0	-2.38437683579728 -6.38574593924804 0	
7.19932896679981 19.1745169054652 0	-2.4136860712632 -6.39617422632554 0	-2.3823891361056 -6.38566989619892 0	
7.19947955638889 19.1749203456109 0	-2.41545360401935 -6.39645062224563 0	-2.3802926623522 -6.3856269814081 0	
7.19964689275296 19.1753686515519 0	-2.41731703945813 -6.39672672229156 0	-2.37808887032677 -6.38561808580652 0	
7.19983185667476 19.1758641829683 0	-2.41927569493338 -6.39700324427364 0	-2.37577927392406 -6.38564408189138 0	
7.20003531940819 19.1764092740119 0	-2.42132883626561 -6.3972809058048 0	-2.37336544430883 -6.38570582326018 0	
7.20025814220572 19.1770062320399 0	-2.4234756781487 -6.39756042390653 0	-2.37084900905312 -6.38580414415401 0	
7.2005011758516 19.1776573363646 0	-2.42571538458224 -6.39784251461626 0	-2.3682316512456 -6.38593985901036 0	
7.20076526020054 19.1783648370176 0	-2.42804706932973 -6.39812789259569 0	-2.36551510857295 -6.38611376202567 0	
7.20105122372247 19.1791309535296 0	-2.4304697964027 -6.39841727074069 0	-2.36270117237316 -6.38632662672848 0	
7.2013598830534 19.1799578737282 0	-2.43298258057082 -6.39871135979234 0	-2.35979168666118 -6.3865792055629 0	
7.2016920425528 19.1808477525513 0	-2.4355843878978 -6.3990108679499 0	-2.356788547127 -6.38687222948326 0	
7.20204849386756 19.1818027108792 0	-2.43827413630302 -6.39931650048512 0	-2.35369370010656 -6.38720640756008 0	
7.20243001550285 19.1828248343846 0	-2.44105069614868 -6.39962895935863 0	-2.35050914152595 -6.38758242659725 0	
7.20283737240012 19.1839161724025 0	-2.44391289085232 -6.39994894283809 0	-2.34723691581936 -6.38800095076129 0	
7.20327131552241 19.1850787368189 0	-2.44685949752427 -6.40027714511895 0	-2.34387911482114 -6.38846262122256 0	
7.20373258144724 19.1863145009804 0	-2.4498892476299 -6.40061425594698 0	-2.34043787663273 -6.38896805580871 0	
7.20422189196736 19.1876253986245 0	-2.45300082767634 -6.40096096024394 0	-2.33691538446475 -6.38951784867063 0	
7.20473995369933 19.1890133228309 0	-2.4561928799233 -6.40131793773548 0	-2.33331386545503 -6.39011256996096 0	
7.20528745770053 19.1904801249955 0	-2.45946400311756 -6.4016858625823 0	-2.32963558946312 -6.39075276552584 0	
7.20586507909454 19.1920276138266 0	-2.46281275325097 -6.40206540301421 0	-2.32588286784187 -6.39143895660919 0	
7.20647347670495 19.193657554364 0	-2.46623764434135 -6.40245722096751 0	-2.32205805218669 -6.3921716395707 0	
7.20711329269827 19.195371667023 0	-2.46973714923601 -6.40286197172587 0	-2.31816353306339 -6.39295128561691 0	
7.20778515223581 19.1971716266601 0	-2.47330970043744 -6.4032803035649 0	-2.31420173871472 -6.39377834054603 0	
7.20848966313451 19.1990590616664 0	-2.47695369095077 -6.40371285740047 0	-2.31017513374711 -6.39465322450632 0	
7.20922741553757 19.2010355530837 0	-2.4806674751524 -6.40416026644117 0	-2.30608621779736 -6.39557633176847 0	
7.20999898159445 19.2031026337478 0	-2.48444936967966 -6.404623155845 0	-2.30193752418095 -6.39654803051185 0	
7.21080491515053 19.2052617874572 0	-2.48829765434059 -6.40510214238025 0	-2.29773161852185 -6.3975686626248 0	
7.21164575144697 19.2075144481686 0	-2.49221057304379 -6.40559783409136 0	-2.29347109736516 -6.39863854351937 0	
7.21252200683035 19.209861999219 0	-2.4961863347476 -6.40611082996912 0	-2.28915858677294 -6.39975796196005 0	
7.21343417847282 19.2123057725768 0	-2.50022311442795 -6.40664171962608 0	-2.28479674090435 -6.40092717990711 0	
7.21438274410245 19.2148470481182 0	-2.50431905406489 -6.40719108297702 0	-2.28038824058041 -6.40214643237454 0	
7.21536816174432 19.2174870529347 0	-2.50847226364669 -6.4077594899247 0	-2.27593579183459 -6.40341592730231 0	
7.2163908694722 19.2202269606669 0	-2.51268082219132 -6.40834750005105 0	-2.27144212444972 -6.40473584544348 0	
7.21745128517096 19.2230678908684 0	-2.51694277878465 -6.40895566231404 0	-2.26690999048213 -6.4061063402659 0	
7.21854980631015 19.2260109083994 0	-2.52125615363481 -6.40958451475026 0	-2.26234216277383 -6.40752753786889 0	
7.2196868097285 19.229057022849 0	-2.52561893914215 -6.41023458418358 0	-2.25774143345342 -6.4089995369145 0	
7.22086265142974 19.2322071879884 0	-2.53002910098431 -6.41090638593979 0	-2.25311061242665 -6.4105224085738 0	
7.2220776663896 19.2354623012538 0	-2.53448457921557 -6.41160042356765 0	-2.24845252585747 -6.41209619648801 0	
7.22333216837433 19.2388232032602 0	-2.53898328938026 -6.41231718856617 0	-2.24377001464016 -6.41372091674451 0	
7.22462644977076 19.2422906773457 0	-2.54352312363927 -6.41305716011867 0	-2.23906593286374 -6.41539655786799 0	
7.2259607814279 19.2458654491479 0	-2.54810195190926 -6.41382080483341 0	-2.23434314626911 -6.41712308082619 0	
7.22733541251017 19.2495481862103 0	-2.5527176230139 -6.41460857649109 0	-2.22960453069999 -6.4189004190509 0	
7.22875057036267 19.2533394976212 0	-2.5573679658466 -6.41542091579938 0	-2.22485297054848 -6.42072847847369 0	
7.23020646038801 19.2572399336839 0	-2.56205079054386 -6.41625825015456 0	-2.22009135719591 -6.42260713757676 0	
7.23170326593521 19.2612499856192 0	-2.5667638896689 -6.41712099341042 0	-2.21532258745003 -6.42453624745842 0	
7.23324114820068 19.2653700852995 0	-2.57150503940478 -6.41800954565447 0	-2.21054956197929 -6.42651563191363 0	
7.23482024614091 19.2696006050159 0	-2.57627200075636 -6.41892429299184 0	-2.20577518374501 -6.42854508752916 0	
7.23644067639768 19.2739418572764 0	-2.58106252076052 -6.41986560733643 0	-2.20100235643242 -6.43062438379381 0	
7.238102533235 19.2783940946383 0	-2.58587433370391 -6.42083384621025 0	-2.1962339828812 -6.43275326322303 0	
7.23980588848847 19.2829575095719 0	-2.59070516234762 -6.42182935255018 0	-2.19147296351667 -6.43493144149829 0	
7.24155079152663 19.2876322343568 0	-2.59555271915815 -6.42285245452302 0	-2.18672219478214 -6.43715860762098 0	
7.24333726922474 19.2924183410123 0	-2.60041470754385 -6.4239034653483 0	-2.18198456757359 -6.43943442408097 0	
7.24516532595064 19.2973158412584 0	-2.60528882309643 -6.42498268312934 0	-2.17726296567729 -6.44175852703919 0	
7.24703494356276 19.3023246865115 0	-2.61017275483654 -6.42609039069265 0	-2.17256026421125 -6.44413052652488 0	
7.24894608142061 19.3074447679119 0	-2.61506418646306 -6.42722685543541 0	-2.16787932807149 -6.44655000664676 0	
7.25089867640726 19.3126759163843 0	-2.61996079760526 -6.42839232918154 0	-2.16322301038372 -6.44901652581838 0	
7.25289264296407 19.3180179027306 0	-2.62486026507709 -6.42958704804618 0	-2.15859415096154 -6.45152961699734 0	
7.25492787313778 19.3234704377562 0	-2.62976026413314 -6.43081123230864 0	-2.15399557477175 -6.45408878793847 0	
7.25700423663953 19.3290331724281 0	-2.6346584697254 -6.43206508629408 0	-2.14943009040777 -6.45669352146053 0	
7.25912158091622 19.3347056980655 0	-2.63955255776017 -6.43334879826382 0	-2.1449004885718 -6.45934327572646 0	
7.26127973123376 19.340487546564 0	-2.64444020635456 -6.43466254031436 0	-2.14040954056698 -6.46203748453706 0	
7.26347849077253 19.3463781906498 0	-2.64931909709171 -6.43600646828516 0	-2.13595999679962 -6.46477555763795 0	
7.26571764073478 19.3523770441688 0	-2.65418691627428 -6.43738072167539 0	-2.1315545852931 -6.46755688103942 0	
7.26799694046386 19.3584834624054 0	-2.65904135617526 -6.4387854235694 0	-2.12719601021367 -6.47038081734928 0	
7.27031612757555 19.3646967424337 0	-2.66388011628579 -6.44022068057116 0	-2.12288695040929 -6.47324670611839 0	
7.27267491810091 19.3710161235016 0	-2.66870090455877 -6.44168658274773 0	-2.11863005796209 -6.47615386419852 0	
7.27507300664104 19.3774407874439 0	-2.67350143864827 -6.44318320358161 0	-2.11442795675533 -6.47910158611291 0	
7.27751006653342 19.3839698591289 0	-2.67827944714348 -6.44471059993205 0	-2.11028324105563 -6.48208914443854 0	
7.27998575002969 19.3906024069341 0	-2.68303267079681 -6.44626881200559 0	-2.10619847411117 -6.48511579020053 0	
7.28249968848499 19.3973374432539 0	-2.6877588637455 -6.44785786333541 0	-2.1021761867668 -6.48818075327811 0	
7.28505149255861 19.4041739250367 0	-2.69245579472595 -6.44947776076986 0	-2.09821887609644 -6.49128324282216 0	
7.28764075242577 19.4111107543525 0	-2.69712124828019 -6.45112849446997 0	-2.09432900405399 -6.49442244768388 0	
7.29026703800062 19.4181467789902 0	-2.70175302595383 -6.45281003791606 0	-2.09050899614308 -6.49759753685457 0	
7.29292989917017 19.4252807930844 0	-2.7063489474848 -6.45452234792328 0	-2.08676124010652 -6.50080765991609 0	
7.29562886603906 19.4325115377706 0	-2.71090685198232 -6.45626536466646 0	-2.08308808463628 -6.50405194750184 0	
7.29836344918508 19.4398377018707 0	-2.71542459909534 -6.45803901171354 0	-2.07949183810448 -6.50732951176801 0	
7.30113313992519 19.4472579226048 0	-2.71990007017 -6.45984319606839 0	-2.07597476731625 -6.51063944687499 0	
7.30393741059212 19.4547707863323 0	-2.72433116939523 -6.46167780822239 0	-2.07253909628491 -6.51398082947816 0	
7.30677571482105 19.4623748293206 0	-2.72871582493613 -6.46354272221506 0	-2.0691870050305 -6.5173527192286 0	
7.3096474878466 19.4700685385399 0	-2.73305199005428 -6.46543779570344 0	-2.06592062840198 -6.52075415928264 0	
7.31255214680959 19.4778503524854 0	-2.73733764421469 -6.46736287004048 0	-2.06274205492372 -6.52418417682055 0	
7.3154890910738 19.4857186620259 0	-2.74157079417837 -6.46931777036217 0	-2.0596533256673 -6.52764178357373 0	
7.31845770255211 19.4936718112772 0	-2.74574947508023 -6.47130230568355 0	-2.05665643314871 -6.53112597636054 0	
7.32145734604229 19.5017080985022 0	-2.74987175149175 -6.47331626900322 0	-2.05375332025194 -6.53463573762964 0	
7.32448736957178 19.509825777034 0	-2.75393571846758 -6.47535943741667 0	-2.0509458791793 -6.53817003601169 0	
7.32754710475184 19.5180230562252 0	-2.75793950257571 -6.47743157223818 0	-2.04823595042918 -6.54172782687819 0	
7.33063586714034 19.5262981024195 0	-2.76188126291076 -6.47953241913125 0	-2.04562532180175 -6.5453080529075 0	
7.33375295661323 19.5346490399469 0	-2.76575919208942 -6.48166170824737 0	-2.04311572743311 -6.5489096446578 0	
7.33689765774463 19.5430739521417 0	-2.76957151722797 -6.48381915437328 0	-2.04070884685847 -6.55253152114657 0	
7.34006924019496 19.5515708823832 0	-2.77331650090114 -6.48600445708647 0	-2.03840630410479 -6.55617259043614 0	
7.34326695910729 19.5601378351562 0	-2.77699244208161 -6.48821730091888 0	-2.03620966681343 -6.55983175022544 0	
7.34649005551137 19.5687727771346 0	-2.78059767706014 -6.49045735552875 0	-2.03412044539331 -6.563507888447 0	
7.34973775673533 19.577473638284 0	-2.78413058034522 -6.49272427588035 0	-2.03214009220492 -6.56719988386948 0	
7.35300927682484 19.5862383129838 0	-2.78758956554224 -6.49501770243193 0	-2.03027000077577 -6.5709066067049 0	
7.35630381696916 19.5950646611702 0	-2.79097308621144 -6.49733726133112 0	-2.02851150504752 -6.57462691922068 0	
7.35962056593444 19.6039505094954 0	-2.7942796367043 -6.49968256461822 0	-2.02686587865544 -6.57835967635575 0	
7.36295870050349 19.6128936525068 0	-2.79750775297786 -6.50205321043706 0	-2.02533433424028 -6.58210372634075 0	
7.36631738592191 19.6218918538418 0	-2.80065601338649 -6.50444878325336 0	-2.02391802279328 -6.58585791132161 0	
7.36969577635066 19.6309428474404 0	-2.80372303945083 -6.50686885408036 0	-2.0226180330344 -6.58962106798671 0	
7.37309301532436 19.6400443387726 0	-2.80670749660329 -6.50931298071187 0	-2.02143539082412 -6.59339202819654 0	
7.37650823621539 19.6491940060826 0	-2.80960809490979 -6.51178070796212 0	-2.02037105860929 -6.59716961961628 0	
7.37994056270346 19.6583895016458 0	-2.81242358976749 -6.51427156791285 0	-2.01942593490322 -6.60095266635034 0	
7.38338910925019 19.6676284530412 0	-2.81515278257788 -6.51678508016714 0	-2.01860085380031 -6.60473998957907 0	
7.38685298157896 19.6769084644359 0	-2.81779452139503 -6.51932075210991 0	-2.01789658452543 -6.60853040819658 0	
7.39033127715892 19.6862271178826 0	-2.82034770154859 -6.52187807917502 0	-2.01731383101848 -6.61232273945022 0	
7.39382308569397 19.6955819746291 0	-2.82281126624124 -6.52445654511868 0	-2.01685323155396 -6.61611579958053 0	
7.39732748961542 19.7049705764387 0	-2.82518420712023 -6.52705562229936 0	-2.01651535839631 -6.61990840446186 0	
7.40084356457879 19.7143904469206 0	-2.82746556482274 -6.52967477196349 0	-2.01630071749072 -6.62369937024308 0	
7.40437037996414 19.7238390928705 0	-2.8296544294947 -6.53231344453744 0	-2.01620974818978 -6.62748751398815 0	
7.40790699937957 19.73331400562 0	-2.83174994128286 -6.5349710799249 0	-2.01624282301619 -6.63127165431598 0	
7.41145248116815 19.7428126623938 0	-2.83375129079978 -6.53764710781034 0	-2.01640024746147 -6.63505061203954 0	
7.41500587891719 19.7523325276746 0	-2.8356577195616 -6.54034094796753 0	-2.01668225982101 -6.63882321080369 0	
7.41856624197029 19.7618710545751 0	-2.83746852039815 -6.54305201057362 0	-2.01708903106518 -6.64258827772143 0	
7.42213261594156 19.7714256862151 0	-2.83918303783538 -6.54577969652836 0	-2.01762066474708 -6.64634464400809 0	
7.42570404323176 19.7809938571049 0	-2.84080066844993 -6.54852339777795 0	-2.01827719694656 -6.65009114561343 0	
7.42927956354619 19.790572994532 0	-2.84232086119527 -6.55128249764413 0	-2.01905859625071 -6.65382662385101 0	
7.43285821441373 19.8001605199526 0	-2.84374311769974 -6.55405637115758 0	-2.01996476377078 -6.65754992602462 0	
7.43643903170735 19.8097538503849 0	-2.84506699253604 -6.55684438539565 0	-2.02099553319561 -6.66125990605131 0	
7.44002105016515 19.8193503998064 0	-2.84629209346203 -6.55964589982475 0	-2.02215067088146 -6.66495542508103 0	
7.44360330391198 19.8289475805503 0	-2.84741808163279 -6.56246026664629 0	-2.02342987597815 -6.66863535211205 0	
7.44718482698163 19.8385428047048 0	-2.84844467178383 -6.56528683114686 0	-2.02483278059158 -6.67229856460221 0	
7.45076465383848 19.8481334855108 0	-2.84937163238524 -6.56812493205192 0	-2.02635894998244 -6.67594394907537 0	
7.45434181989934 19.8577170387598 0	-2.85019878576686 -6.57097390188302 0	-2.02800788280105 -6.67957040172326 0	
7.45791536205434 19.8672908841896 0	-2.85092600821424 -6.57383306731823 0	-2.02977901135808 -6.68317682900156 0	
7.46148431918722 19.876852446878 0	-2.85155323003543 -6.57670174955584 0	-2.03167170193126 -6.68676214822082 0	
7.46504773269436 19.8863991586334 0	-2.85208043559864 -6.57957926468084 0	-2.03368525510764 -6.69032528813106 0	
7.46860464700236 19.8959284593815 0	-2.85250766334048 -6.58246492403411 0	-2.03581890616135 -6.6938651895005 0	
7.47215411008398 19.9054377985474 0	-2.85283500574515 -6.58535803458415 0	-2.03807182546675 -6.69738080568738 0	
7.47569517397207 19.9149246364327 0	-2.85306260929421 -6.58825789930108 0	-2.04044311894649 -6.70087110320524 0	
7.47922689527123 19.9243864455863 0	-2.85319067438734 -6.5911638175329 0	-2.04293182855445 -6.70433506228078 0	
7.48274833566699 19.9338207121686 0	-2.85321945523374 -6.5940750853834 0	-2.04553693279329 -6.70777167740443 0	
7.48625856243215 19.9432249373076 0	-2.85314925971455 -6.59699099609194 0	-2.04825734726615 -6.71117995787301 0	
7.48975664893002 19.9525966384476 0	-2.85298044921624 -6.59991084041472 0	-2.05109192526247 -6.71455892832446 0	
7.4932416751144 19.9619333506884 0	-2.85271343843499 -6.60283390700738 0	-2.05403945837736 -6.71790762926426 0	
7.49671272802588 19.971232628115 0	-2.85234869515227 -6.60575948280843 0	-2.05709867716438 -6.72122511758291 0	
7.50016890228415 19.9804920451171 0	-2.85188673998175 -6.60868685342402 0	-2.06026825182122 -6.72451046706502 0	
7.50360930057642 19.989709197697 0	-2.85132814608761 -6.61161530351292 0	-2.06354679290808 -6.72776276888873 0	
7.50703303414121 19.9988817047656 0	-2.85067353887441 -6.61454411717232 0	-2.06693285209817 -6.73098113211604 0	
7.51043922324759 20.0080072094274 0	-2.84992359564869 -6.61747257832362 0	-2.07042492296008 -6.73416468417324 0	
7.51382699766941 20.0170833802498 0	-2.84907904525263 -6.62039997109853 0	-2.07402144177154 -6.73731257132142 0	
7.5171954971545 20.0261079125208 0	-2.84814066766961 -6.62332558022482 0	-2.07772078836412 -6.74042395911679 0	
7.52054387188825 20.0350785294908 0	-2.84710929360243 -6.62624869141183 0	-2.08152128699841 -6.74349803286058 0	
7.52387128295164 20.0439929836001 0	-2.84598580402377 -6.6291685917354 0	-2.08542120726929 -6.74653399803809 0	
7.52717690277333 20.0528490576895 0	-2.8447711296997 -6.632084570022 0	-2.08941876504065 -6.74953108074688 0	
7.53045991557557 20.0616445661954 0	-2.84346625068622 -6.63499591723184 0	-2.09351212340917 -6.75248852811395 0	
7.53371951781365 20.0703773563271 0	-2.84207219579907 -6.637901926841 0	-2.09769939369667 -6.75540560870122 0	
7.53695491860887 20.0790453092264 0	-2.84059004205726 -6.64080189522191 0	-2.10197863647033 -6.75828161289965 0	
7.54016534017439 20.0876463411097 0	-2.83902091410049 -6.64369512202245 0	-2.10634786259045 -6.76111585331138 0	
7.54335001823438 20.0961784043891 0	-2.8373659835809 -6.64658091054315 0	-2.11080503428493 -6.76390766512007 0	
7.54650820243536 20.1046394887761 0	-2.83562646852927 -6.64945856811249 0	-2.11534806625023 -6.76665640644871 0	
7.54963915675041 20.1130276223639 0	-2.8338036326963 -6.65232740645986 0	-2.11997482677774 -6.7693614587053 0	
7.55274215987541 20.1213408726885 0	-2.83189878486907 -6.65518674208635 0	-2.12468313890553 -6.77202222691577 0	
7.55581650561735 20.1295773477702 0	-2.82991327816319 -6.65803589663274 0	-2.12947078159432 -6.77463814004417 0	
7.55886150327443 20.1377351971313 0	-2.82784850929099 -6.66087419724487 0	-2.13433549092738 -6.77720865129991 0	
7.56187647800803 20.1458126127924 0	-2.82570591780621 -6.66370097693581 0	-2.13927496133356 -6.77973323843195 0	
7.5648607712057 20.1538078302453 0	-2.82348698532534 -6.6665155749453 0	-2.14428684683289 -6.78221140400976 0	
7.56781374083576 20.1617191294029 0	-2.82119323472651 -6.66931733709519 0	-2.14936876230397 -6.78464267569056 0	
7.57073476179264 20.1695448355245 0	-2.81882622932582 -6.6721056161419 0	-2.15451828477251 -6.78702660647348 0	
7.57362322623336 20.1772833201175 0	-2.81638757203196 -6.67487977212482 0	-2.15973295472039 -6.78936277493966 0	
7.57647854390446 20.184933001813 0	-2.81387890447943 -6.6776391727109 0	-2.16501027741438 -6.79165078547864 0	
7.5793001424595 20.1924923472163 0	-2.81130190614078 -6.68038319353501 0	-2.17034772425397 -6.79389026850095 0	
7.58208746776698 20.1999598717325 0	-2.80865829341842 -6.68311121853626 0	-2.17574273413753 -6.79608088063652 0	
7.58483998420837 20.2073341403644 0	-2.80594981871652 -6.68582264028954 0	-2.18119271484592 -6.7982223049188 0	
7.58755717496613 20.2146137684844 0	-2.80317826949345 -6.68851686033262 0	-2.1866950444431 -6.80031425095499 0	
7.59023854230167 20.2217974225793 0	-2.80034546729518 -6.69119328948825 0	-2.1922470726926 -6.8023564550816 0	
7.59288360782295 20.2288838209669 0	-2.79745326677043 -6.69385134818155 0	-2.1978461224895 -6.80434868050575 0	
7.59549191274167 20.2358717344856 0	-2.79450355466782 -6.69649046675188 0	-2.20348949130679 -6.80629071743187 0	
7.59806301811989 20.2427599871547 0	-2.79149824881577 -6.69911008575962 0	-2.20917445265553 -6.80818238317401 0	
7.60059650510599 20.2495474568068 0	-2.78843929708545 -6.70170965628747 0	-2.214898257558 -6.81002352225332 0	
7.6030919751598 20.256233075691 0	-2.78532867633776 -6.70428864023584 0	-2.22065813603296 -6.81181400648101 0	
7.6055490502667 20.2628158310464 0	-2.78216839135442 -6.70684651061269 0	-2.2264512985923 -6.81355373502648 0	
7.60796737314082 20.2692947656466 0	-2.77896047375412 -6.70938275181732 0	-2.23227493774824 -6.81524263447086 0	
7.61034660741692 20.2756689783138 0	-2.77570698089413 -6.71189685991796 0	-2.23812622953032 -6.81688065884559 0	
7.61268643783117 20.2819376244033 0	-2.77240999475801 -6.71438834292313 0	-2.24400233501116 -6.81846778965625 0	
7.61498657039043 20.2880999162565 0	-2.76907162083006 -6.71685672104668 0	-2.24990040184053 -6.8200040358917 0	
7.61724673253004 20.2941551236243 0	-2.76569398695709 -6.71930152696617 0	-2.25581756578647 -6.82148943401824 0	
7.61946667326029 20.3001025740594 0	-2.762279242198 -6.72172230607453 0	-2.26175095228301 -6.82292404795907 0	
7.62164616330109 20.3059416532767 0	-2.75882955566215 -6.72411861672502 0	-2.26769767798343 -6.82430796905899 0	
7.62378499520504 20.3116718054837 0	-2.75534711533665 -6.72649003046909 0	-2.27365485231827 -6.82564131603409 0	
7.6258829834687 20.3172925336778 0	-2.75183412690367 -6.72883613228724 0	-2.27961957905725 -6.82692423490707 0	
7.62793996463208 20.3228033999139 0	-2.74829281254807 -6.73115652081259 0	-2.2855889578743 -6.82815689892748 0	
7.62995579736629 20.3282040255383 0	-2.74472540975622 -6.73345080854722 0	-2.29156008591476 -6.82933950847755 0	
7.63193036254921 20.3334940913921 0	-2.74113417010653 -6.73571862207092 0	-2.29753005936408 -6.83047229096321 0	
7.63386356332935 20.3386733379817 0	-2.73752135805235 -6.73795960224264 0	-2.3034959750169 -6.83155550069075 0	
7.63575532517753 20.3437415656178 0	-2.73388924969805 -6.74017340439391 0	-2.3094549318459 -6.8325894187288 0	
7.63760559592671 20.3486986345221 0	-2.73024013156866 -6.74235969851471 0	-2.3154040325695 -6.83357435275604 0	
7.63941434579975 20.3535444649015 0	-2.72657629937405 -6.74451816943155 0	-2.32134038521754 -6.83451063689453 0	
7.6411815674251 20.3582790369901 0	-2.72290005676806 -6.74664851697731 0	-2.32726110469405 -6.83539863152875 0	
7.64290727584049 20.3629023910591 0	-2.71921371410343 -6.74875045615326 0	-2.33316331433639 -6.83623872311055 0	
7.64459150848446 20.3674146273944 0	-2.71551958718309 -6.75082371728279 0	-2.3390441474698 -6.83703132395005 0	
7.64623432517596 20.3718159062416 0	-2.71181999600855 -6.75286804615699 0	-2.34490074895661 -6.83777687199267 0	
7.64783580808185 20.3761064477191 0	-2.70811726352601 -6.75488320417192 0	-2.35073027673921 -6.83847583058221 0	
